24336918	0
24296818	0
24301687	0
24327317	0
24309178	0
24290965	0
24291326	0
24306138	0
24289839	0
24323263	0
24299694	0
24327093	0
24290606	0
24289622	1
24390020	2
24378371	2
24390018	2
24411709	3
24409395	4
25992968	4
24405182	4
24568451	4
24423492	4
24407892	5
24415523	6
24455020	7
24427401	7
24426541	7
24425618	7
24458482	8
24547777	9
24518135	9
24530517	9
24547764	9
24556457	9
24596441	9
24522496	9
24546779	9
24530538	9
24530524	9
24556445	9
24530527	9
24519224	10
24579517	10
24607480	10
24554670	10
24565986	10
24542454	10
24527934	10
24539519	10
24528203	10
24587095	11
24597594	11
24589162	11
24589849	11
24589654	11
24593153	11
24603809	11
24591278	11
24615637	11
24632773	11
24605610	11
24590349	11
24589711	11
24632599	11
24608047	11
24638662	11
24607006	11
24627689	11
24608547	11
24586489	11
24598297	11
24556454	12
24601389	13
24813455	13
24719357	13
24629360	13
24758842	13
24741808	13
24614895	14
24673739	15
24611708	15
24659467	15
24659462	15
24673748	15
24683358	16
26998515	17
27173363	17
26601984	17
26895698	17
27853470	17
24701839	17
24737761	17
24859855	18
24854208	18
24859176	18
24854206	18
24846491	18
24856291	18
24854212	18
24850362	18
24901397	19
24902001	19
24893736	19
24888812	19
24902573	19
24898213	19
24888095	19
24896723	19
24918467	19
24899678	19
24890967	19
24890144	19
24888843	19
24893238	19
24899450	19
24897209	19
24931286	19
24898112	19
24899992	19
24924722	19
24894407	19
24903153	20
24906733	20
24906751	20
24906768	20
24919668	20
24906616	20
24914483	20
24909794	20
24890503	20
24907389	20
24906743	20
24908393	20
24901543	20
24910529	20
24907397	20
24901757	20
24906800	20
24906748	20
24906741	20
24909522	20
24896557	20
24901820	20
24916558	20
24915521	20
24896668	20
24900521	20
24905320	20
24906757	20
24919809	20
24909576	20
24906738	20
24910023	20
24906775	20
24906774	20
24906750	20
27414911	21
25003667	21
28486702	21
24957778	21
25015470	21
25074540	21
27327580	21
27289956	21
27618948	21
28468124	21
25149958	22
25459196	22
25480171	23
25331446	23
25337422	23
25340275	23
25370243	23
25402247	23
25451699	23
25481711	23
25380558	23
25365460	23
25168210	23
25441851	23
25408319	23
25387186	23
25456627	23
25492949	23
25399698	23
25407141	23
25405108	23
25200009	23
25366093	23
25349685	23
25390911	23
25369049	23
25378679	23
25197375	23
25520584	23
25285282	23
25360475	23
25443905	23
25461546	23
25198259	23
25365907	23
25196705	23
25226420	23
25393429	23
25398644	23
25360155	23
25386533	23
25400857	23
25347385	23
25385451	23
25397299	23
25338122	23
25391968	23
25497157	23
25360837	23
25468822	23
25354461	23
25440897	23
25353865	23
25338367	23
25211989	24
25253055	25
25247716	25
25248595	26
25248830	27
25279413	28
25401972	28
25308578	28
25282460	28
25285179	28
25299650	28
25279395	28
25279285	28
25315106	28
25266512	28
25376831	28
25323197	28
25249663	28
25301302	28
25288344	28
25400907	28
25617658	28
25315574	28
25250951	28
25291389	29
25392552	30
25362061	30
25391815	30
25364865	30
25392679	30
25412134	30
25402646	30
25377006	30
25362400	30
25369480	30
25377046	30
25480674	31
25480659	31
25396622	31
25434040	31
25559484	32
25564251	32
25571394	32
25527744	32
25557758	32
25432840	32
25565506	32
25456194	32
27338745	32
25545556	32
25518956	32
25562375	32
25554334	32
25548403	32
25565061	32
25569498	32
25554384	32
25528383	32
25559610	32
25523608	32
25439478	32
25564121	32
25540670	32
25527783	32
25561310	32
25576622	32
27338741	32
25554278	32
25576660	32
25534914	32
25560473	32
25554560	32
27337083	32
25562482	32
25559490	32
25569491	32
25554355	32
25543856	32
27329082	32
25498907	32
25535056	32
25548396	32
25569686	32
25551002	32
25564112	32
25507371	32
25436209	33
25457768	34
25480676	35
25514305	36
25582825	37
25733619	38
25718797	38
25723535	38
25723545	38
25716412	38
25662407	38
25722868	38
25701698	38
25689133	39
25801809	39
25815763	39
25801781	39
25762717	39
25801817	39
25757219	39
25801782	39
25801800	39
25790145	39
25801837	39
25791144	39
25802203	39
25801816	39
25801778	39
25801791	39
25801831	39
25801804	39
25790064	39
25714567	40
25780396	41
25892004	41
25900010	41
25891107	41
25893460	41
25892293	41
25861687	41
25883276	41
25861682	41
25886965	41
25894844	41
25892290	41
25891898	41
25897753	41
25905654	41
25892672	41
25760334	42
25760340	42
25840408	42
25778292	42
25796133	42
25760325	42
25760338	42
25859088	42
25796616	42
25763551	42
25760353	42
25760368	42
25760359	42
25797984	42
25760330	42
25752619	42
25760373	42
25760328	42
25827891	42
25760329	42
25760349	42
25760339	42
25760332	42
25848973	42
25760336	42
25760358	42
25760327	42
25910874	42
25760345	42
25867000	42
25761245	42
25833962	42
26161606	42
25760354	42
25752552	42
25903665	43
25900633	43
25905359	44
25918989	45
26006015	45
26019547	45
25934296	45
25915265	45
25926011	46
26264483	47
25966609	47
25972712	47
25967948	47
26091912	48
26031951	48
26026048	48
26113378	49
26103526	49
26121741	49
26097779	49
26121733	49
26130246	49
26101202	49
26125679	49
26125683	49
26130252	49
26108603	49
26115492	49
26098745	49
26125680	49
26130247	49
26093691	49
26097806	49
26091872	49
26130242	49
26827360	49
26091413	49
26093863	50
26485777	51
26474629	51
26485914	51
26355065	51
26451800	51
26142396	52
26211833	53
26223030	53
26223024	53
26223035	53
26211780	53
26223022	53
26239903	53
26211895	53
26211800	53
26224878	53
26232437	53
26211786	53
26247326	53
26211772	53
26211742	53
26211811	53
26223292	53
26223026	53
26211784	53
26211769	53
26239930	53
26211799	53
26223052	53
26211821	53
26239902	53
26223036	53
26211747	53
26228949	53
26211804	53
26211763	53
26223064	53
26239925	53
26211762	53
26211783	53
26211822	53
26239919	53
26211808	53
26223038	53
26239909	53
26223027	53
26217071	53
26211758	53
26211794	53
26211818	53
26223025	53
26210417	54
26238792	54
26220907	54
26213592	55
26243968	56
26261701	57
26303812	58
26316157	58
26286263	59
26298881	60
26392467	60
26340300	61
26463867	61
26393778	61
26451359	61
26693266	61
26353115	62
26394292	62
26394338	62
26394312	62
26394306	63
26387956	64
26428034	65
26431891	65
26424206	65
26412662	65
26425290	65
26418944	65
26432324	65
26411935	66
26465870	67
26465860	67
26465871	67
26465839	67
26465853	67
26465847	67
26465861	67
26465868	67
26465872	67
26501245	68
26450377	69
26466020	70
26469974	71
26498092	71
26499277	71
26902455	72
26628295	73
26523505	73
26527878	73
26527704	73
26529270	73
26524591	73
26739273	74
26695383	74
26688837	74
26672723	74
26750808	74
26734267	74
26616701	74
26705492	74
26739352	74
30488648	74
26608054	74
30488650	74
26734222	74
30488656	74
26669259	74
26692923	74
26689884	74
26694760	74
26661537	74
26571307	74
26668170	74
26718210	74
26719857	74
26718261	74
26581464	75
28429527	75
26912224	75
26808990	75
26919039	75
26608930	75
28166528	75
28208034	75
26758986	75
26597397	76
26769646	77
26783086	78
26820051	79
26785778	79
26896008	80
26899801	80
26914986	80
26881530	80
26934895	80
26892348	80
26893073	80
26923383	80
26929775	80
26945726	80
26891321	80
26886407	80
26899260	80
26880936	80
26886916	80
26901962	80
26846876	80
26937935	80
26887626	80
26892738	80
26846870	80
26913925	80
26899274	80
26904634	80
26928848	80
26870501	80
26899263	80
26895739	80
26893797	80
26923764	80
26923379	80
26862971	80
26900017	81
26892642	81
26898191	81
26908642	81
26900127	81
26900115	81
27253793	81
26952161	81
27355918	81
26917264	81
26900128	81
27113012	82
27334902	82
26895232	82
27253991	82
27212024	82
27176085	82
26948054	83
28492415	83
28512635	83
28513342	83
28525500	83
28523005	83
28504063	83
28498072	83
28505514	83
28521213	83
28495645	83
28525235	83
28513801	83
28524149	83
28591094	83
28521098	83
28520559	83
28594937	83
28525600	83
28503483	83
26919551	83
28511922	83
28496614	83
28509683	83
28521391	83
28524469	83
26976434	83
28515273	83
28485256	83
28498975	83
28507312	83
28509018	83
28518083	83
28516534	83
28505237	83
28517387	83
28591109	83
28518034	83
28501220	83
28497893	83
28517078	83
28499561	83
28515074	83
28501935	83
28523984	83
28525839	83
28504318	83
28508706	83
28519198	83
28515240	83
28497616	83
28513542	83
28525354	83
28495044	83
26960084	83
28501211	83
28506275	83
26928608	83
28509255	83
28505288	83
28509773	83
26944745	83
28507331	83
28522467	83
28508531	83
28513234	83
28504940	83
28520681	83
28521715	83
28515270	83
28508338	83
28494664	83
28500546	83
28504499	83
28505393	83
28501731	83
28504836	83
28506094	83
28515704	83
26930336	84
26953181	85
26951837	86
27277830	87
27250454	87
27301097	87
26966180	87
26995673	88
27084378	88
27244772	88
27019205	88
27006765	88
27017650	88
26982695	88
27017966	89
26997471	89
27087764	90
27078981	90
27064256	90
27029161	90
27068139	90
27102070	90
27058405	90
27249574	90
27050440	91
27051806	91
27076333	91
27070467	92
27084325	93
27104108	94
27117539	95
27129372	95
27209980	95
27169115	95
27117491	95
27182364	95
27212859	95
27207978	95
27171979	95
27169213	95
27119728	95
27118983	95
27113035	95
27212839	95
27112703	95
27170683	95
27112702	95
27177935	96
27294462	96
27241444	96
27331763	97
27325889	97
27331487	97
27328294	97
27333338	97
27332093	97
27337029	97
27329979	97
27324758	97
27332214	97
27328547	97
27326944	97
27322664	97
27334335	97
27332328	97
27326864	97
27327417	97
27323713	97
27328781	97
27332294	97
27225027	97
27328287	97
27326621	97
27324412	97
27326591	97
27335644	97
27336467	97
27324719	97
27328051	98
27412825	98
27424592	98
27348978	98
27368394	98
27345912	98
27251023	98
27350867	98
27230202	98
27252091	98
27238964	99
27305556	100
27334506	100
27308787	100
27344695	100
27303951	101
27303952	101
27303955	101
27338661	102
27331806	102
27345228	102
27363181	102
27361800	102
27340835	102
27336942	102
27338193	102
27361360	103
27361362	103
27338725	103
27380762	103
27341557	103
27379730	103
27354571	103
27367451	103
27344212	103
27339498	104
27338389	104
27339058	105
27358255	106
27347090	106
27339528	106
27339708	107
27341517	107
27350875	108
27339869	108
27357767	109
27569162	110
27397736	110
27398898	110
27455833	110
27405831	110
27454686	110
27399571	110
27359755	110
27430836	110
27417155	110
27514934	110
27405857	110
27401282	110
27370522	111
27375583	112
27431844	113
27441521	113
27535297	113
27564758	113
27616751	113
27506382	113
27441511	113
27514686	113
27417752	113
27504395	113
27502155	113
27502657	113
27396510	113
27703702	114
27703976	114
27647192	114
27753416	114
27782464	114
27659325	114
27690403	114
27644729	114
27647191	114
27819447	114
27783219	114
27647242	114
27688308	114
27754330	114
27400634	114
27467490	114
27646056	114
27646995	114
27426469	115
27487030	116
27511486	116
27541642	116
27449171	117
27491627	118
27486816	118
27489737	118
27489035	118
27569288	119
27589277	119
27533461	119
27533444	119
27517941	119
27533438	119
27558581	119
27521254	119
27533425	119
27546741	119
27522857	119
27533433	119
27546767	119
27558561	119
27533437	119
27533434	119
27522247	119
27578668	120
27518548	120
27514568	120
27512558	120
27516204	120
27517598	120
27512353	120
27518536	120
27578674	120
27511911	120
27513824	120
27512791	120
27514512	120
27518550	120
27509143	120
27594039	121
27681089	122
27678741	122
27706962	122
27604686	122
27612940	122
27632071	122
27611571	122
27612248	122
27620615	122
27621744	123
27754759	124
27755158	124
27632188	124
27632874	125
27644807	126
27673553	127
27854838	128
27754155	128
27777740	128
27814998	128
27802791	128
27783912	128
27802436	128
27747408	128
27805797	128
27773428	128
27764073	128
27779548	128
27781546	128
27802031	128
27762597	128
27842790	128
27808393	128
27851988	128
27752618	128
27746792	128
27750774	128
27796810	128
27855148	128
27842269	128
27761169	128
27771967	128
27776894	128
27813847	128
27822561	128
27751181	129
27769052	129
27763717	130
27792736	131
27780104	131
27782936	131
27784936	131
27793987	131
27774225	131
27797529	131
27795602	131
27791483	131
27799840	131
27800606	131
27806952	131
27785906	131
27795374	131
27778587	132
27784260	132
27789469	132
27783297	133
27802968	134
27803478	135
27809156	136
27833983	137
27840614	138
27860311	139
27881652	140
27900033	140
27898115	140
27934563	140
27882650	141
27886987	141
27998995	142
27998955	142
27999001	142
27943901	142
27890916	142
27922546	142
28015074	142
27994790	142
27998958	142
28027582	142
27898873	143
27926597	143
27930651	143
27942454	143
27977148	143
27904119	143
28136430	143
27914886	143
28249447	143
27891712	143
28119392	143
28038521	143
27896399	143
28250944	143
27893552	144
27937258	145
27998815	145
28027573	145
28001381	145
28015062	145
27977058	145
27999022	145
27966855	145
27999008	145
27999048	145
27975617	145
27998960	145
27920707	146
27998988	147
27951309	147
27957599	148
27961162	149
28026423	150
27969909	150
27975381	150
27985989	151
28151417	152
28027247	152
28156105	152
28113401	152
28211716	152
28052846	152
28138794	152
28194637	152
28255395	152
28007561	152
27994872	152
28142843	152
28050948	152
28162804	152
28096140	152
28085450	152
28236747	152
28170619	152
28354126	152
28087347	152
28089005	152
28272754	152
28012460	152
28095074	152
28234570	152
28077215	152
28014059	153
28014031	153
